wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_EOL,surface_filter_Kepler,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
605.0,0.9115454545454545,0.992,0.992,0.992,0.8848397480232151,0.947876225277578,0.6820530059883878,0.7873683794964009,0.6465018287554983,0.5090350972486765
610.0,0.9112727272727272,0.99,0.99,0.99,0.8851629779587514,0.944033582309369,0.6612038976288875,0.7826673154145813,0.6241986841155159,0.4885399083820051
615.0,0.9109090909090908,0.993,0.993,0.993,0.8855155073967126,0.9348989421797751,0.6491362330373716,0.7898033162606619,0.6068767775972026,0.4793132915078548
620.0,0.9107636363636362,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8858981383421981,0.9374176088924494,0.6358946354258569,0.7805097745907053,0.5960988286484427,0.4652609623821794
625.0,0.9104545454545454,0.993,0.993,0.993,0.8863114517429496,0.945225303528604,0.6284603377226475,0.7901187621613438,0.5940366134795785,0.4693594737210012
630.0,0.9101818181818184,0.99,0.99,0.99,0.8867557708607544,0.9498569440688156,0.6167013325597119,0.7831370359960653,0.5857780431483344,0.45874448046276184
635.0,0.9101818181818184,0.991,0.991,0.991,0.8872311366065634,0.9475391985343121,0.605950519610136,0.7859336684622132,0.5741618697028382,0.4512531445466749
640.0,0.9095272727272729,0.993,0.993,0.993,0.8877372865841096,0.9461855982549355,0.5819300543668403,0.790583840410345,0.550613836633616,0.4353064015488784
645.0,0.9078909090909092,0.992,0.992,0.992,0.8882736386209186,0.9529868972878133,0.5701378778728463,0.7872550543806187,0.543333927260302,0.42774238045214424
650.0,0.9058181818181819,0.99,0.99,0.99,0.8888395500614182,0.959788196320691,0.5559791450894578,0.7812139473903073,0.5336222208573305,0.4168731215711375
655.0,0.9055454545454545,0.991,0.991,0.991,0.8894335480441865,0.961638249140204,0.5477029172984687,0.7838712293908395,0.5266920744398813,0.4128587639016013
660.0,0.9054545454545456,0.988,0.988,0.988,0.8900539508007586,0.9629432025029264,0.530825158698053,0.7772376308818078,0.5111544782858273,0.39728849571750285
665.0,0.9032181818181817,0.99,0.99,0.99,0.8906988333303932,0.9652983659060773,0.5205306735937836,0.7806010634834616,0.502467408624069,0.3922265935377273
670.0,0.8998909090909091,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.891365957094393,0.9686062280761062,0.503152854281445,0.7759518677763412,0.4873569883312771,0.37816556536950696
675.0,0.8992727272727271,0.988,0.988,0.988,0.8920527909882849,0.9708749661079071,0.48905579159782425,0.7736647550181798,0.4748120250924133,0.36734532907280776
680.0,0.8972363636363637,0.99,0.99,0.99,0.8927565386689638,0.9671890503241235,0.47677902018712076,0.77722272453237,0.4611354477492474,0.3584049490781244
685.0,0.8961636363636363,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8934741717832742,0.9635031345403399,0.4642747992537928,0.7745655817398093,0.4473302243691164,0.34648659546826405
690.0,0.8937818181818183,0.992,0.992,0.992,0.8942025202294029,0.9620195943533446,0.4477205094014695,0.7801936688625135,0.43071590283807454,0.3360418204726673
695.0,0.8929818181818182,0.991,0.991,0.991,0.894938134141059,0.961192781446838,0.43969808670172844,0.7777796823025102,0.42263462695368725,0.3287166258820788
700.0,0.8909090909090908,0.992,0.992,0.992,0.8956774770072449,0.96140431595002,0.4277346858981729,0.7789687949698475,0.41122597310402953,0.3203322007291488
705.0,0.8884727272727273,0.992,0.992,0.992,0.8964170172013248,0.9632192389841119,0.4182162709222885,0.7774799714169193,0.4028339582085399,0.31319533431374
710.0,0.886109090909091,0.991,0.991,0.991,0.8971532204724332,0.9650193240929791,0.3998607275924054,0.7737038822743655,0.38587332907254984,0.2985516927695656
715.0,0.8857454545454545,0.99,0.99,0.99,0.8978826002706989,0.9625242512597035,0.3862834585079851,0.7716743622822078,0.37180719667440715,0.28691408138565855
720.0,0.8856727272727273,0.99,0.99,0.99,0.8986017669435199,0.9607923423666096,0.3683332889240707,0.7722290295873508,0.35389180343695503,0.2732855239470373
725.0,0.8843636363636364,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8993074746530416,0.9638624381241406,0.35967823603682475,0.7693570798715947,0.34668034152664406,0.26672097520582605
730.0,0.8834181818181818,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8999965778730912,0.9669325338816716,0.3509763802936501,0.7691234736117869,0.33937048072995624,0.26101780298032595
735.0,0.8831818181818182,0.988,0.988,0.988,0.9006661340886747,0.9697075536489365,0.341431880062667,0.7671579442426723,0.3310890731533259,0.2539976127215172
740.0,0.8812363636363637,0.988,0.988,0.988,0.9013137156542345,0.9716577564467738,0.32388158141368906,0.7660184384353877,0.3147020507508582,0.24106757348858657
745.0,0.8803636363636363,0.988,0.988,0.988,0.9019370513810259,0.9736079592446111,0.31487347975554425,0.7657890593484618,0.30656332604504477,0.23476284108277062
750.0,0.8785454545454545,0.987,0.987,0.987,0.9025341817498999,0.9728250452121746,0.3075088843253973,0.762393795166573,0.299152344297,0.22807189110156714
755.0,0.8776909090909091,0.987,0.987,0.987,0.9031034739381397,0.9716947590929138,0.30019887291905845,0.7621326563230734,0.29170167150104875,0.22231536975497485
760.0,0.8773090909090908,0.987,0.987,0.987,0.9036436301593087,0.9691594783793472,0.2857211508688381,0.7622567506683693,0.2769093615379899,0.2110760301556009
765.0,0.8755454545454545,0.986,0.986,0.986,0.9041536894178127,0.9652736400616734,0.27563660283243757,0.7588425963887697,0.26606474695030075,0.2019012633832872
770.0,0.8741454545454544,0.986,0.986,0.986,0.9046329631175182,0.961833586057288,0.26505653148970093,0.7580308086496719,0.2549402741906455,0.1932525822021041
775.0,0.8726363636363637,0.986,0.986,0.986,0.9050808750306713,0.9613369569343878,0.2592675742848333,0.7570968502564287,0.249243500894742,0.18870146947429453
780.0,0.8722909090909091,0.986,0.986,0.986,0.9054977606190077,0.9608403278114876,0.2537574261722153,0.757145720089364,0.24382036854791073,0.18460754851666197
785.0,0.8708545454545454,0.986,0.986,0.986,0.905883913989043,0.965014768591495,0.24745182258989493,0.7562213173714174,0.23879466331413113,0.18058161487267632
790.0,0.8701818181818182,0.985,0.985,0.985,0.9062398896505203,0.9707098994978131,0.23890045424734332,0.7536364076077254,0.23190303593242054,0.17477057091343468
795.0,0.8702363636363636,0.985,0.985,0.985,0.9065664752208934,0.9758311288810536,0.23088407498568178,0.7539552558874049,0.2253038675339357,0.16986903509897044
