wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_EOL,surface_filter_sloan_r,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
465.0,0.9254545454545456,0.991,0.991,0.991,0.8823667859724801,0.0,0.8453805924412666,0.7947402494711404,0.0,0.0
470.0,0.9251272727272728,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8823708078354533,0.0,0.8426756535947713,0.8016997882555541,0.0,0.0
475.0,0.9247272727272728,0.995,0.995,0.995,0.8823758251435635,0.0,0.8385903983656793,0.8037787302305512,0.0,0.0
480.0,0.924509090909091,0.995,0.995,0.995,0.882382054043622,0.0,0.8352524509803921,0.8035947579551074,0.0,0.0
485.0,0.9243636363636364,0.992,0.992,0.992,0.8823897628237984,0.0,0.834,0.7962296206149594,0.0,0.0
490.0,0.9242545454545454,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8823992538784509,0.0,0.8331670751633987,0.8009693184024185,0.0,0.0
495.0,0.9228000000000001,0.992,0.992,0.992,0.8824108711460862,0.0,0.8311244126659857,0.7949017483726843,0.0,0.0
500.0,0.921818181818182,0.996,0.996,0.996,0.8824250220440988,0.0,0.8281633986928104,0.8037131970993658,0.0,0.0
505.0,0.9222363636363637,0.993,0.993,0.993,0.8824421757682069,0.0,0.8235975485188968,0.7968493902088902,0.0,0.0
510.0,0.9215636363636365,0.99,0.99,0.99,0.8824628691233775,0.0,0.8189926470588235,0.7890914803679676,0.0,0.0
515.0,0.9212545454545455,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8824877121712849,0.0,0.8149072522982634,0.7984495193960061,0.0,0.0
520.0,0.9209454545454546,0.995,0.995,0.995,0.8825173935095217,0.0,0.8108218954248366,0.8006199810631083,0.0,0.0
525.0,0.9208181818181819,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8825527160926131,0.0,0.8073023493360573,0.7981301097046499,0.0,0.0
530.0,0.9206181818181819,0.995,0.995,0.995,0.8825945733843829,0.0,0.8042383578431372,0.8004054606395296,0.0,0.0
535.0,0.919290909090909,0.992,0.992,0.992,0.8826438740629154,0.000214,0.8023914198161389,0.7920881082512803,0.00017171176384065372,0.00013601084618503398
540.0,0.9186181818181818,0.991,0.991,0.991,0.8827016616277711,0.007248,0.7977255717255718,0.7891688682812361,0.005781914943866945,0.004562907272749843
545.0,0.9179272727272729,0.991,0.991,0.991,0.8827690707555553,0.07358,0.7831552990556139,0.7886355413214091,0.05762456690451207,0.045444781514151635
550.0,0.9176363636363638,0.991,0.991,0.991,0.8828473251434532,0.2521,0.7694910130718954,0.7884554949310705,0.19398868439542483,0.1529514441660219
555.0,0.9161272727272727,0.993,0.993,0.993,0.8829377331739462,0.5024,0.7655544433094995,0.792015415797179,0.3846145523186925,0.30462065457633514
560.0,0.916290909090909,0.992,0.992,0.992,0.8830416811576515,0.6667,0.7619803921568628,0.7898590485955056,0.5080123274509803,0.4012581336352198
565.0,0.9156181818181818,0.993,0.993,0.993,0.8831606610625449,0.7771,0.755661491317671,0.791775154019101,0.5872245449029622,0.46494980448433937
570.0,0.9149454545454546,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8832963387820251,0.855,0.7487242647058823,0.79370805429842,0.6401592463235293,0.5080995498405914
575.0,0.9145454545454548,0.993,0.993,0.993,0.8834501131477411,0.8697,0.7425965270684372,0.7911067166039746,0.6458361995914198,0.5109253553227573
580.0,0.9139636363636365,0.992,0.992,0.992,0.8836235600773684,0.9179,0.7364681372549019,0.7883720525643296,0.6760041031862745,0.5329427423708721
585.0,0.9132909090909093,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8838182569030086,0.928,0.7303403472931562,0.7927408835221659,0.677755842288049,0.5372847652277376
590.0,0.9129818181818183,0.992,0.992,0.992,0.8840357586891349,0.932,0.7239140114379086,0.7878925201290883,0.6746878586601308,0.5315815172602286
595.0,0.9124545454545455,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8842775721181271,0.952,0.7170841675178754,0.7924265214317923,0.6826641274770173,0.5409611598428824
600.0,0.912,0.99,0.99,0.99,0.8845451273070423,0.9236,0.7106151960784313,0.7827452062625769,0.6563241950980391,0.5137346174671343
605.0,0.9115454545454545,0.992,0.992,0.992,0.8848397480232151,0.9142,0.7038279877425945,0.7873683794964009,0.6434395463942799,0.5066239529483635
610.0,0.9112727272727272,0.99,0.99,0.99,0.8851629779587514,0.9469,0.6973163807189543,0.7826673154145813,0.6602888809027778,0.5167865258142753
615.0,0.9109090909090908,0.993,0.993,0.993,0.8855155073967126,0.9672,0.6893577119509704,0.7898033162606619,0.6667467789989785,0.5265988171595078
620.0,0.9107636363636362,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8858981383421981,0.968,0.6810175653594771,0.7805097745907053,0.6592250032679738,0.5145315587052431
625.0,0.9104545454545454,0.993,0.993,0.993,0.8863114517429496,0.958,0.6738682328907049,0.7901187621613438,0.6455657671092953,0.5100736248021347
630.0,0.9101818181818184,0.99,0.99,0.99,0.8867557708607544,0.9486,0.6662500000000001,0.7831370359960653,0.6320047500000001,0.49494632665043437
635.0,0.9101818181818184,0.991,0.991,0.991,0.8872311366065634,0.9592,0.658079264555669,0.7859336684622132,0.6312296305617977,0.4961046191894813
640.0,0.9095272727272729,0.993,0.993,0.993,0.8877372865841096,0.9709,0.650419934640523,0.790583840410345,0.6314927145424837,0.49924793545415047
645.0,0.9078909090909092,0.992,0.992,0.992,0.8882736386209186,0.9694,0.6432704800817162,0.7872550543806187,0.6235864033912156,0.4909215479127659
650.0,0.9058181818181819,0.99,0.99,0.99,0.8888395500614182,0.9724,0.6359360154076611,0.7812139473903073,0.6183841813824097,0.48309034734147605
655.0,0.9055454545454545,0.991,0.991,0.991,0.8894335480441865,0.9756,0.6259034741002705,0.7838712293908395,0.6106314293322239,0.4786564092153359
660.0,0.9054545454545456,0.988,0.988,0.988,0.8900539508007586,0.9672,0.617641062308478,0.7772376308818078,0.5973824354647599,0.4643081088710344
665.0,0.9032181818181817,0.99,0.99,0.99,0.8906988333303932,0.9636,0.6105637254901961,0.7806010634834616,0.588339205882353,0.45925820980078
670.0,0.8998909090909091,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.891365957094393,0.9714,0.6042482124616956,0.7759518677763412,0.5869667135852911,0.4554579177290473
675.0,0.8992727272727271,0.988,0.988,0.988,0.8920527909882849,0.9763,0.5961921977124182,0.7736647550181798,0.5820624426266339,0.450321197080018
680.0,0.8972363636363637,0.99,0.99,0.99,0.8927565386689638,0.9706,0.5887699693564862,0.77722272453237,0.5714601322574054,0.4441518009547291
685.0,0.8961636363636363,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8934741717832742,0.9287,0.579735294117647,0.7745655817398093,0.5384001676470588,0.4170262390623549
690.0,0.8937818181818183,0.992,0.992,0.992,0.8942025202294029,0.7408,0.5719237997957098,0.7801936688625135,0.4236811508886619,0.33055335153971727
695.0,0.8929818181818182,0.991,0.991,0.991,0.894938134141059,0.4185,0.5661968954248365,0.7777796823025102,0.23695340073529408,0.18429754074439642
700.0,0.8909090909090908,0.992,0.992,0.992,0.8956774770072449,0.1843,0.5618896833503575,0.7789687949698475,0.10355626864147088,0.08066710179522038
705.0,0.8884727272727273,0.992,0.992,0.992,0.8964170172013248,0.0753,0.5565392156862745,0.7774799714169193,0.04190740294117647,0.0325821664408632
710.0,0.886109090909091,0.991,0.991,0.991,0.8971532204724332,0.03143,0.5506762002042901,0.7737038822743655,0.017307752972420837,0.013391075668207691
715.0,0.8857454545454545,0.99,0.99,0.99,0.8978826002706989,0.01382,0.5452830882352943,0.7716743622822078,0.007535812279411767,0.005815193134993506
720.0,0.8856727272727273,0.99,0.99,0.99,0.8986017669435199,0.0065,0.5394627170582227,0.7722290295873508,0.0035065076608784473,0.002707827008200775
725.0,0.8843636363636364,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8993074746530416,0.00325,0.5346846405228758,0.7693570798715947,0.0017377250816993461,0.0013369310944758373
730.0,0.8834181818181818,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8999965778730912,0.001755,0.5302492339121553,0.7691234736117869,0.0009305874055158326,0.0007157366178297177
735.0,0.8831818181818182,0.988,0.988,0.988,0.9006661340886747,0.001007,0.5243993055555556,0.7671579442426723,0.0005280701006944445,0.00040511317286477097
740.0,0.8812363636363637,0.988,0.988,0.988,0.9013137156542345,0.0,0.5184286006128703,0.7660184384353877,0.0,0.0
745.0,0.8803636363636363,0.988,0.988,0.988,0.9019370513810259,0.0,0.5147573529411765,0.7657890593484618,0.0,0.0
750.0,0.8785454545454545,0.987,0.987,0.987,0.9025341817498999,0.0,0.5112578140960163,0.762393795166573,0.0,0.0
755.0,0.8776909090909091,0.987,0.987,0.987,0.9031034739381397,0.0,0.5062585784313726,0.7621326563230734,0.0,0.0
760.0,0.8773090909090908,0.987,0.987,0.987,0.9036436301593087,0.0,0.5010870275791623,0.7622567506683693,0.0,0.0
765.0,0.8755454545454545,0.986,0.986,0.986,0.9041536894178127,0.0,0.4970016339869281,0.7588425963887697,0.0,0.0
770.0,0.8741454545454544,0.986,0.986,0.986,0.9046329631175182,0.0,0.4923953013278856,0.7580308086496719,0.0,0.0
775.0,0.8726363636363637,0.986,0.986,0.986,0.9050808750306713,0.0,0.4867463235294118,0.7570968502564287,0.0,0.0
780.0,0.8722909090909091,0.986,0.986,0.986,0.9054977606190077,0.0,0.4806181818181818,0.757145720089364,0.0,0.0
785.0,0.8708545454545454,0.986,0.986,0.986,0.905883913989043,0.0,0.47566013071895424,0.7562213173714174,0.0,0.0
790.0,0.8701818181818182,0.985,0.985,0.985,0.9062398896505203,0.0,0.47096833503575075,0.7536364076077254,0.0,0.0
795.0,0.8702363636363636,0.985,0.985,0.985,0.9065664752208934,0.0,0.465234068627451,0.7539552558874049,0.0,0.0
800.0,0.8701818181818182,0.985,0.985,0.985,0.9068646620091337,0.0,0.45975485188968335,0.7541559733444528,0.0,0.0
805.0,0.8684181818181819,0.985,0.985,0.985,0.9071356143144476,0.0,0.4553186274509804,0.752852361189416,0.0,0.0
810.0,0.8681090909090909,0.985,0.985,0.985,0.9073806382419304,0.0,0.45054136874361594,0.7527876814554365,0.0,0.0
815.0,0.868,0.985,0.985,0.985,0.9076009113548026,0.0,0.44329575163398693,0.7528758040155429,0.0,0.0
820.0,0.868,0.985,0.985,0.985,0.90779822225902,0.0,0.4358590398365679,0.7530394779429214,0.0,0.0
825.0,0.867909090909091,0.985,0.985,0.985,0.9079741281922511,0.0,0.4271985294117647,0.7531065118542251,0.0,0.0
830.0,0.8676363636363637,0.985,0.985,0.985,0.9081302109042556,0.0,0.41956016343207353,0.7529992795048654,0.0,0.0
835.0,0.8676363636363637,0.985,0.985,0.985,0.9082680544897223,0.0,0.41400796568627446,0.7531135760223631,0.0,0.0
840.0,0.8676363636363637,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.908389224427316,0.0,0.4078474213567301,0.7509223224244103,0.0,0.0
845.0,0.8686181818181818,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9084952495111577,0.0,0.39485108225108223,0.7518598119721813,0.0,0.0
850.0,0.871090909090909,0.983,0.983,0.983,0.9085876067535225,0.0,0.3855879805089334,0.7517801311833043,0.0,0.0
855.0,0.8734363636363636,0.982,0.982,0.982,0.9086676074773428,0.0,0.3820781184376313,0.7515723230774105,0.0,0.0
860.0,0.8749818181818181,0.983,0.983,0.983,0.90873668486517,0.0,0.37801552604698674,0.7552620144348001,0.0,0.0
865.0,0.8779090909090908,0.983,0.983,0.983,0.9087961354855555,0.0,0.36944641653561,0.7578383371079425,0.0,0.0
870.0,0.8799636363636364,0.982,0.982,0.982,0.9088471329109453,0.0,0.3605325342465754,0.7573384920681634,0.0,0.0
875.0,0.8822727272727272,0.981,0.981,0.981,0.9088907653878302,0.0,0.35206372549019616,0.7570447771179377,0.0,0.0
880.0,0.8865454545454544,0.981,0.981,0.981,0.90892803628379,0.0,0.3424578180818907,0.7607422368841444,0.0,0.0
885.0,0.8885090909090908,0.981,0.981,0.981,0.9089598662723902,0.0,0.32980197505197506,0.7624539275313087,0.0,0.0
890.0,0.8906545454545454,0.982,0.982,0.982,0.9089870969704927,0.0,0.31764165979664744,0.7666576445565142,0.0,0.0
895.0,0.893109090909091,0.981,0.981,0.981,0.9090104746138151,0.0,0.30650725744843393,0.7664439842967037,0.0,0.0
900.0,0.8956363636363637,0.982,0.982,0.982,0.9090307128763639,0.0,0.29516404494382026,0.7709828864286268,0.0,0.0
905.0,0.8981636363636363,0.981,0.981,0.981,0.9090484683933568,0.0,0.28393010484273584,0.7708138856028064,0.0,0.0
910.0,0.9008363636363638,0.981,0.981,0.981,0.9090643206521456,0.0,0.27266844919786093,0.7731211311503133,0.0,0.0
915.0,0.9032181818181818,0.981,0.981,0.981,0.9090788009106376,0.0,0.26136383621874143,0.7751776167021682,0.0,0.0
920.0,0.9049454545454546,0.981,0.981,0.981,0.9090923990895251,0.0,0.24937780898876397,0.7766716480004384,0.0,0.0
925.0,0.9075454545454545,0.982,0.982,0.982,0.9091055704621656,0.0,0.23599527559055128,0.781298819633441,0.0,0.0
930.0,0.9090545454545454,0.981,0.981,0.981,0.9091187419903718,0.0,0.22186292134831465,0.7802208932331808,0.0,0.0
935.0,0.9118363636363636,0.982,0.982,0.982,0.9091323214851535,0.0,0.20809829867674853,0.7850159288043624,0.0,0.0
940.0,0.9126545454545457,0.98,0.98,0.98,0.9091467055779932,0.0,0.19705148573109735,0.7809417072839445,0.0,0.0
945.0,0.9135636363636366,0.981,0.981,0.981,0.9091622650740417,0.0,0.1920230092036815,0.7841284811777,0.0,0.0
950.0,0.9150909090909091,0.981,0.981,0.981,0.9091793655863648,0.0,0.18576972760460547,0.7854541408630952,0.0,0.0
955.0,0.9156363636363636,0.982,0.982,0.982,0.9091983669545027,0.0,0.17215477528089893,0.7883446819818289,0.0,0.0
960.0,0.9160727272727271,0.982,0.982,0.982,0.9092196253021687,0.0,0.15951432584269673,0.7887388237877374,0.0,0.0
965.0,0.9167454545454546,0.982,0.982,0.982,0.9092434941982519,0.0,0.1482182385035075,0.7893387633520267,0.0,0.0
970.0,0.917418181818182,0.982,0.982,0.982,0.909270324910367,0.0,0.13679329301814186,0.7899413064467589,0.0,0.0
975.0,0.917818181818182,0.982,0.982,0.982,0.9093004716284158,0.0,0.12472283066554327,0.790311927542789,0.0,0.0
980.0,0.918109090909091,0.981,0.981,0.981,0.9093343168431292,0.0,0.11208340353833197,0.7881790568952328,0.0,0.0
985.0,0.9187090909090908,0.98,0.98,0.98,0.9093721609265084,0.0,0.10090140449438202,0.7863174175648036,0.0,0.0
990.0,0.9200727272727273,0.98,0.98,0.98,0.9094143026705349,0.0,0.09197140522875814,0.7875210387570034,0.0,0.0
995.0,0.920109090909091,0.982,0.982,0.982,0.9094609098065004,0.0,0.08683820224719106,0.7924243679120392,0.0,0.0
1000.0,0.9207272727272727,0.983,0.983,0.983,0.9095124981390884,0.0,0.08059426492617168,0.7954268236930052,0.0,0.0
1005.0,0.9210909090909092,0.981,0.981,0.981,0.909569326513961,0.0,0.07184030157642227,0.7909432503490302,0.0,0.0
1010.0,0.9213454545454546,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9096316275453386,0.0,0.06072325741890959,0.7984971034702677,0.0,0.0
1015.0,0.922018181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9096996015566439,0.0,0.04965582805180496,0.7991398449344073,0.0,0.0
1020.0,0.9223272727272729,0.983,0.983,0.983,0.9097734794186889,0.0,0.04092909926103459,0.7970377234436166,0.0,0.0
1025.0,0.9221818181818183,0.982,0.982,0.982,0.9098533176246334,0.0,0.03422471910112358,0.7945521400834566,0.0,0.0
1030.0,0.9236363636363636,0.982,0.982,0.982,0.9099391771292665,0.0,0.02929411764705879,0.7958804741182195,0.0,0.0
1035.0,0.9239818181818182,0.983,0.983,0.983,0.9100310699660642,0.0,0.025208988764044878,0.7986935900534252,0.0,0.0
1040.0,0.924290909090909,0.983,0.983,0.983,0.9101289494956278,0.0,0.021342524509803888,0.7990467026996365,0.0,0.0
1045.0,0.9249636363636364,0.983,0.983,0.983,0.9102327071431892,0.0,0.018038202247191083,0.7997194336102109,0.0,0.0
1050.0,0.9252727272727275,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9103421701359716,0.0,0.014214460784313765,0.8025271205840768,0.0,0.0
1055.0,0.9258181818181821,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9104571003575627,0.0,0.011433707865168551,0.803101594118398,0.0,0.0
1060.0,0.9262545454545456,0.983,0.983,0.983,0.9105772376288807,0.0,0.009390931372549021,0.8011386706220863,0.0,0.0
1065.0,0.926909090909091,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9107021795023661,0.0,0.00767415730337078,0.8042643395789941,0.0,0.0
1070.0,0.9272363636363636,0.983,0.983,0.983,0.9108314770589763,0.0,0.006652777777777765,0.8022117880791948,0.0,0.0
1075.0,0.9276363636363637,0.983,0.983,0.983,0.9109646424434222,0.0,0.005631460674157284,0.8026751893583546,0.0,0.0
1080.0,0.9277090909090908,0.983,0.983,0.983,0.9111011358612684,0.0,0.004610089869281039,0.8028583970086008,0.0,0.0
1085.0,0.9283636363636364,0.982,0.982,0.982,0.9112403719613594,0.0,0.003588764044943835,0.8010977961729109,0.0,0.0
1090.0,0.9288363636363637,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9113817272502522,0.0,0.003,0.8065379773749813,0.0,0.0
1095.0,0.9291454545454546,0.983,0.983,0.983,0.9115245483847274,0.0,0.003,0.8044751424131023,0.0,0.0
1100.0,0.9298181818181819,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9116681618709901,0.0,0.0022532092426187393,0.8076442727687287,0.0,0.0
1105.0,0.9298181818181819,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9118118695245007,0.0,0.0,0.8077715829767245,0.0,0.0
1110.0,0.9304363636363637,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9119549796389688,0.0,0.0,0.8084354882764985,0.0,0.0
1115.0,0.9307454545454548,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9120968138153844,0.0,0.0,0.8088298263078728,0.0,0.0
1120.0,0.9312727272727273,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9122367118305496,0.0,0.0,0.8094121622569374,0.0,0.0
1125.0,0.9317272727272727,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9123740407889332,0.0,0.0,0.809929137845706,0.0,0.0
1130.0,0.932,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9125082036358889,0.0,0.0,0.8102853467882422,0.0,0.0
1135.0,0.9323454545454546,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9126386468429831,0.0,0.0,0.8107015600208594,0.0,0.0
1140.0,0.9326545454545456,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9127648490861274,0.0,0.0,0.8110824668404246,0.0,0.0
1145.0,0.9330909090909093,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9128863342025231,0.0,0.0,0.8115699523471612,0.0,0.0
1150.0,0.9336363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9130027538213427,0.0,0.0,0.8121479290291821,0.0,0.0
1155.0,0.9339454545454546,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9131137860824956,0.0,0.0,0.8125155995972224,0.0,0.0
1160.0,0.9345454545454548,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9132191741504682,0.0,0.0,0.8131314263702286,0.0,0.0
1165.0,0.9345636363636366,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.913318726639618,0.0,0.0,0.813235889425717,0.0,0.0
1170.0,0.934909090909091,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9134123168097054,0.0,0.0,0.8136198612883442,0.0,0.0
1175.0,0.9352727272727271,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9134998806149761,0.0,0.0,0.8140143493453968,0.0,0.0
1180.0,0.9356363636363636,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9135814060324692,0.0,0.0,0.8144035152133428,0.0,0.0
1185.0,0.9359999999999999,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9136568863536366,0.0,0.0,0.8147873466334138,0.0,0.0
1190.0,0.9380727272727275,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9137264937072935,0.0,0.0,0.8166538666735293,0.0,0.0
1195.0,0.9367272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9137903780764647,0.0,0.0,0.8155395757187304,0.0,0.0
1200.0,0.9370909090909092,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9138487294250442,0.0,0.0,0.8159082647930078,0.0,0.0
1205.0,0.9374000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9139017717445552,0.0,0.0,0.8162247579128765,0.0,0.0
1210.0,0.937818181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.913949756997228,0.0,0.0,0.8166317582129864,0.0,0.0
1215.0,0.938018181818182,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9139929591011386,0.0,0.0,0.8168445240271445,0.0,0.0
1220.0,0.9383272727272729,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9140316680888683,0.0,0.0,0.8171482924216665,0.0,0.0
1225.0,0.9396363636363635,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9140661408000436,0.0,0.0,0.8183191843426468,0.0,0.0
1230.0,0.9396363636363635,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9140967290043,0.0,0.0,0.8183465684817592,0.0,0.0
1235.0,0.9396363636363635,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9141237446315736,0.0,0.0,0.8183707542655755,0.0,0.0
1240.0,0.9396363636363635,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9141474905472129,0.0,0.0,0.8183920128347861,0.0,0.0
1245.0,0.9402363636363638,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9141682623132965,0.0,0.0,0.8189332007053273,0.0,0.0
1250.0,0.9403636363636365,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9141863451355458,0.0,0.0,0.8190602547411352,0.0,0.0
1255.0,0.9408545454545455,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.914202011374022,0.0,0.0,0.8195018818088814,0.0,0.0
