wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_EOL,surface_filter_H_alpha,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
624.0,0.9105454545454543,0.99,0.99,0.99,0.8862261110767289,0.0,0.6752982635342186,0.7829819602241831,0.0,0.0
624.5,0.910521818181818,0.9915,0.9915,0.9915,0.8862685584343949,0.0,0.6745832482124617,0.7865636188010903,0.0,0.0
625.0,0.9104545454545454,0.993,0.993,0.993,0.8863114517429496,0.0,0.6738682328907049,0.7901187621613438,0.0,0.0
625.5,0.9103872727272727,0.9924999999999999,0.9924999999999999,0.9924999999999999,0.8863543450515042,0.0,0.673153217568948,0.788905714569622,0.0,0.0
626.0,0.9103200000000001,0.992,0.992,0.992,0.8863975854380808,0.0,0.6724382022471911,0.7876942318873749,0.0,0.0
626.5,0.9102527272727274,0.992,0.992,0.992,0.8864414750999221,0.0,0.6717231869254342,0.7876750207330857,0.0,0.0
627.0,0.9101854545454547,0.992,0.992,0.992,0.8864853647617635,0.0,0.6710081716036773,0.7876558038142352,0.0,0.0
627.5,0.9101818181818184,0.991,0.991,0.991,0.886529399180535,0.0,0.6702931562819204,0.7853120502087724,0.0,0.0
628.0,0.9101818181818184,0.99,0.99,0.99,0.8865742861677088,0.0,0.6695179738562093,0.7829767580601773,0.0,0.0
628.5,0.9101818181818184,0.99,0.99,0.99,0.8866191731548826,0.0,0.668700980392157,0.7830163999359284,0.0,0.0
629.0,0.9101818181818184,0.99,0.99,0.99,0.8866640601420563,0.0,0.6678839869281047,0.7830560418116795,0.0,0.0
629.5,0.9101818181818184,0.99,0.99,0.99,0.8867098865500723,0.0,0.6670669934640524,0.7830965133355459,0.0,0.0
630.0,0.9101818181818184,0.99,0.99,0.99,0.8867557708607544,0.0,0.6662500000000001,0.7831370359960653,0.0,0.0
630.5,0.9101818181818184,0.991,0.991,0.991,0.8868016551714365,0.0,0.6654330065359477,0.7855532220307042,0.0,0.0
631.0,0.9101818181818184,0.992,0.992,0.992,0.8868482755066839,0.0,0.6646160130718954,0.7879751074384912,0.0,0.0
631.5,0.9101818181818184,0.9915,0.9915,0.9915,0.8868951561433018,0.0,0.6637990196078432,0.7868258043142555,0.0,0.0
632.0,0.9101818181818184,0.991,0.991,0.991,0.8869420367799198,0.0,0.6629820261437909,0.7856775759087273,0.0,0.0
632.5,0.9101818181818184,0.992,0.992,0.992,0.886989449906075,0.0,0.6621650326797386,0.7881005425502235,0.0,0.0
633.0,0.9101818181818184,0.993,0.993,0.993,0.8870373248549316,0.0,0.6613479060265577,0.7905289807485896,0.0,0.0
633.5,0.9101818181818184,0.9935,0.9935,0.9935,0.8870851998037883,0.0,0.6605307456588355,0.7917664653821147,0.0,0.0
634.0,0.9101818181818184,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8871334041815978,0.0,0.6597135852911133,0.793005576762907,0.0,0.0
634.5,0.9101818181818184,0.9925,0.9925,0.9925,0.8871822703940806,0.0,0.6588964249233912,0.7894644100425171,0.0,0.0
635.0,0.9101818181818184,0.991,0.991,0.991,0.8872311366065634,0.0,0.658079264555669,0.7859336684622132,0.0,0.0
635.5,0.9101327272727275,0.9904999999999999,0.9904999999999999,0.9904999999999999,0.8872801302905414,0.0,0.6572621041879468,0.7847456681334087,0.0,0.0
636.0,0.9100654545454547,0.99,0.99,0.99,0.8873299836659985,0.0,0.6564449438202248,0.7835439649504137,0.0,0.0
636.5,0.9099981818181819,0.99,0.99,0.99,0.8873798370414554,0.0,0.6556277834525026,0.7835300638385925,0.0,0.0
637.0,0.9099309090909092,0.99,0.99,0.99,0.8874296904169124,0.0,0.6548106230847804,0.7835161562184472,0.0,0.0
637.5,0.9098636363636364,0.991,0.991,0.991,0.8874804530469093,0.0,0.6539942810457516,0.785879695508487,0.0,0.0
638.0,0.9097963636363637,0.992,0.992,0.992,0.8875312884172692,0.0,0.6532794117647059,0.7882480144237659,0.0,0.0
638.5,0.909729090909091,0.992,0.992,0.992,0.8875821237876292,0.0,0.6525645424836601,0.7882348746568855,0.0,0.0
639.0,0.9096618181818182,0.992,0.992,0.992,0.8876336643516874,0.0,0.6518496732026144,0.7882223544280915,0.0,0.0
639.5,0.9095945454545455,0.9924999999999999,0.9924999999999999,0.9924999999999999,0.8876854754678984,0.0,0.6511348039215686,0.7894025183959369,0.0,0.0
640.0,0.9095272727272729,0.993,0.993,0.993,0.8877372865841096,0.0,0.650419934640523,0.790583840410345,0.0,0.0
640.5,0.9094600000000002,0.994,0.994,0.994,0.8877896008051768,0.0,0.6497050653594771,0.7929627917877126,0.0,0.0
641.0,0.9092690909090911,0.995,0.995,0.995,0.887842380325533,0.0,0.6489901960784314,0.7952387651803214,0.0,0.0
641.5,0.909067272727273,0.994,0.994,0.994,0.8878951598458893,0.0,0.6482753267973856,0.7927146142119346,0.0,0.0
642.0,0.9088654545454548,0.993,0.993,0.993,0.8879482430172775,0.0,0.64756045751634,0.7901963042855125,0.0,0.0
642.5,0.9086636363636365,0.993,0.993,0.993,0.8880019824977002,0.0,0.6468455566905006,0.7900686500098971,0.0,0.0
643.0,0.9084618181818183,0.993,0.993,0.993,0.888055721978123,0.0,0.6461305413687437,0.7899409744954079,0.0,0.0
643.5,0.9082945454545456,0.9915,0.9915,0.9915,0.8881095689619171,0.0,0.6454155260469868,0.7862694670464218,0.0,0.0
644.0,0.9081600000000001,0.99,0.99,0.99,0.8881642588482509,0.0,0.6447005107252299,0.7826385676969001,0.0,0.0
644.5,0.9080254545454546,0.991,0.991,0.991,0.8882189487345847,0.0,0.643985495403473,0.784944626183506,0.0,0.0
645.0,0.9078909090909092,0.992,0.992,0.992,0.8882736386209186,0.0005,0.6432704800817162,0.7872550543806187,0.0003216352400408581,0.00025320896838908907
645.5,0.9077563636363637,0.992,0.992,0.992,0.8883291835823947,0.00065,0.6425554647599592,0.7871876074674473,0.00041766105209397345,0.00032877760433019183
646.0,0.9075854545454546,0.992,0.992,0.992,0.8883848132047759,0.0009,0.6418404494382023,0.7870886852034815,0.0005776564044943821,0.00045466681991285365
646.5,0.9071145454545455,0.992,0.992,0.992,0.8884404428271572,0.0012499999999999998,0.6411254341164454,0.7867295579776585,0.0008014067926455567,0.0006304904117383318
647.0,0.9066436363636364,0.992,0.992,0.992,0.8884967282358827,0.0018,0.6404104187946885,0.786370960015064,0.0011527387538304392,0.000906480280496211
647.5,0.9061727272727274,0.9915,0.9915,0.9915,0.88855328580523,0.0025499999999999997,0.6396809330194736,0.7848246229691151,0.0016311863791996575,0.0012801952350477274
648.0,0.9057018181818183,0.991,0.991,0.991,0.8886098433745772,0.0037,0.6389319494971111,0.7832805143953602,0.002364048213139311,0.0018517129004431915
648.5,0.9052309090909092,0.9904999999999999,0.9904999999999999,0.9904999999999999,0.8886668616684242,0.005399999999999999,0.6381829659747487,0.7817390375759689,0.0034461880162636425,0.002694019703139777
649.0,0.9052800000000001,0.99,0.99,0.99,0.8887243342750981,0.008,0.6374339824523861,0.7806485931378185,0.005099471859619089,0.003980895532957537
649.5,0.905549090909091,0.99,0.99,0.99,0.8887818068817721,0.0121,0.6366849989300236,0.7809311363527923,0.007703888487053286,0.006016206390529717
650.0,0.9058181818181819,0.99,0.99,0.99,0.8888395500614182,0.0182,0.6359360154076611,0.7812139473903073,0.011574035480419433,0.009041797944893936
650.5,0.9060872727272726,0.9924999999999999,0.9924999999999999,0.9924999999999999,0.8888979236760898,0.027899999999999998,0.6351870318852986,0.7874327404363471,0.01772171818959983,0.013954661119277255
651.0,0.9063563636363635,0.995,0.995,0.995,0.8889562972907613,0.0432,0.634438048362936,0.7936858567143177,0.027407723689278837,0.021753122656914575
651.5,0.9065254545454544,0.9945,0.9945,0.9945,0.8890147569200701,0.06905,0.6336890648405735,0.792689919912892,0.043756229927241604,0.034685122396715236
652.0,0.9064581818181817,0.9940000000000001,0.9940000000000001,0.9940000000000001,0.8890740163968316,0.1109,0.6329061032863851,0.7914889289423267,0.0701892868544601,0.05555404347566236
652.5,0.906390909090909,0.9925,0.9925,0.9925,0.8891332758735929,0.17925,0.6317323943661972,0.7879051720882074,0.11323803169014085,0.08922083084575032
653.0,0.9063236363636363,0.991,0.991,0.991,0.8891925353503544,0.2787,0.6305586854460095,0.7843322596215423,0.17573670563380284,0.1378359674282064
653.5,0.9062563636363636,0.9904999999999999,0.9904999999999999,0.9904999999999999,0.8892525721617022,0.41095,0.6293849765258217,0.7831404185172265,0.25864575610328644,0.20255594568243224
654.0,0.9061890909090909,0.99,0.99,0.99,0.8893127012434489,0.5591,0.6282112676056338,0.7819498639805115,0.3512329197183099,0.27464653379921034
654.5,0.9058818181818181,0.9904999999999999,0.9904999999999999,0.9904999999999999,0.8893728303251955,0.6962,0.6270375586854461,0.7829226197882837,0.4365435483568076,0.3417798185311851
655.0,0.9055454545454545,0.991,0.991,0.991,0.8894335480441865,0.7983,0.6259034741002705,0.7838712293908395,0.49965874337424593,0.39166811344465213
655.5,0.9052090909090909,0.99,0.99,0.99,0.8894945293702912,0.8522,0.6250713542750156,0.7812639266526499,0.5326858081131682,0.4161682061186338
656.0,0.9048727272727273,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8895555106963958,0.8666,0.6242392344497608,0.7786628016938131,0.5409657205741627,0.42122988360258995
656.5,0.9045363636363637,0.9905,0.9905,0.9905,0.8896168984847852,0.84785,0.6234071146245059,0.781974325726524,0.5285557221343874,0.4133170044249336
657.0,0.9044945454545454,0.992,0.992,0.992,0.8896787136010796,0.8022,0.6225749947992512,0.7855506068324687,0.4994296608279593,0.39232727313353744
657.5,0.9047636363636364,0.991,0.991,0.991,0.8897405287173741,0.7255,0.6217428749739963,0.7834647738618676,0.4510744557936343,0.35340094650322473
658.0,0.9050327272727274,0.99,0.99,0.99,0.8898025753135054,0.6203,0.6209107551487415,0.7813822227611595,0.3851509414187643,0.3009500987043472
658.5,0.9053018181818183,0.9895,0.9895,0.9895,0.8898652046845783,0.4934,0.6200786353234866,0.7804858137165921,0.3059467986686083,0.23878713611285513
659.0,0.9055709090909093,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8899278340556512,0.3628,0.6192465154982317,0.7795897631344031,0.22466263582275847,0.17514469104621494
659.5,0.9057909090909093,0.9885,0.9885,0.9885,0.8899905277769463,0.2475,0.618414395672977,0.7786519274917862,0.1530575629290618,0.11917856639190935
660.0,0.9054545454545456,0.988,0.988,0.988,0.8900539508007586,0.1579,0.617641062308478,0.7772376308818078,0.09752552373850869,0.07580050702102599
660.5,0.9051181818181819,0.9885,0.9885,0.9885,0.8901173738245709,0.0978,0.6169260469867212,0.7781845209030186,0.06033536739530133,0.04695204897002017
661.0,0.9047818181818182,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8901807968483831,0.0597,0.6162110316649643,0.7791318549158168,0.036787798590398366,0.02866254575400655
661.5,0.9044454545454546,0.99,0.99,0.99,0.8902448975947955,0.03735,0.6154960163432074,0.7812633607374071,0.022988776210418796,0.01796028856139194
662.0,0.9041090909090909,0.991,0.991,0.991,0.8903090926196084,0.0237,0.6147810010214505,0.7833982704403265,0.014570309724208376,0.011414355437724712
662.5,0.9039090909090909,0.991,0.991,0.991,0.8903732876444213,0.0156,0.6140659856996936,0.7832814469617412,0.00957942937691522,0.007503389303417964
663.0,0.9037745454545454,0.991,0.991,0.991,0.8904379882156449,0.0104,0.6133509703779366,0.7832217668217331,0.006378850091930541,0.004996054239292812
663.5,0.9036399999999999,0.991,0.991,0.991,0.8905029325592476,0.0071,0.6126359550561797,0.7831622841254644,0.004349715280898877,0.0034065329546842005
664.0,0.9035054545454545,0.991,0.991,0.991,0.8905678769028503,0.005,0.6119209397344229,0.7831027844208795,0.003059604698672114,0.0023959849587573386
664.5,0.903370909090909,0.9904999999999999,0.9904999999999999,0.9904999999999999,0.8906331633591734,0.00355,0.611205924412666,0.7818589339459485,0.0021697810316649645,0.0016964626843137096
665.0,0.9032181818181817,0.99,0.99,0.99,0.8906988333303932,0.0026,0.6105637254901961,0.7806010634834616,0.0015874656862745098,0.0012391774029493856
665.5,0.9030163636363635,0.9895,0.9895,0.9895,0.890764503301613,0.0019,0.6099509803921569,0.7793022284061387,0.0011589068627450981,0.0009031387006524221
666.0,0.9028145454545454,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8908303613158098,0.0014,0.6093382352941177,0.7780050796331255,0.0008530735294117647,0.0006636955391829115
666.5,0.9026127272727272,0.9885,0.9885,0.9885,0.8908967322382756,0.0010500000000000002,0.6087254901960784,0.7767098985118197,0.0006391617647058823,0.0004964432693973415
667.0,0.9024109090909092,0.988,0.988,0.988,0.8909631031607415,0.0008,0.6081127450980391,0.7754162352960162,0.00048649019607843134,0.000377232396351558
667.5,0.902209090909091,0.9885,0.9885,0.9885,0.8910295180226648,0.00065,0.6074999999999999,0.7764782789844549,0.00039487499999999994,0.00030661186041398657
668.0,0.9017745454545455,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8910965642607934,0.0005,0.6068872549019607,0.7773410743260695,0.00030344362745098036,0.00023587919536014466
668.5,0.9013036363636364,0.9895,0.9895,0.9895,0.891163610498922,0.0004,0.6062745098039215,0.7781726507142244,0.0002425098039215686,0.00018871449694183383
669.0,0.9008327272727273,0.99,0.99,0.99,0.8912306567370506,0.0003,0.6056617647058823,0.7790043029165743,0.00018169852941176467,0.0001415439362453784
669.5,0.9003618181818182,0.9895,0.9895,0.9895,0.89129826210723,0.00025,0.6050490196078431,0.7774769546025413,0.00015126225490196078,0.00011760291728748978
670.0,0.8998909090909091,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.891365957094393,0.0002,0.6042482124616956,0.7759518677763412,0.00012084964249233912,9.377350581203363e-05
670.5,0.8997909090909092,0.988,0.988,0.988,0.8914336520815561,0.0002,0.6034310520939734,0.7735732787850937,0.00012068621041879468,9.335962749781475e-05
671.0,0.9001272727272728,0.987,0.987,0.987,0.891501756281266,0.0001,0.6026138917262512,0.771573994538887,6.026138917262513e-05,4.64961207603848e-05
671.5,0.9004636363636365,0.9864999999999999,0.9864999999999999,0.9864999999999999,0.8915700725500921,0.0001,0.6017967313585291,0.7707489292988963,6.017967313585291e-05,4.6383418635016186e-05
672.0,0.9008,0.986,0.986,0.986,0.8916383888189182,0.0001,0.6009795709908069,0.7699240410154335,6.009795709908069e-05,4.627086198649637e-05
672.5,0.9011363636363636,0.9875,0.9875,0.9875,0.891706975148203,0.0,0.6001624106230847,0.7737915661595242,0.0,0.0
673.0,0.9014254545454546,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8917758843629592,0.0,0.5993452502553626,0.7776325236830297,0.0,0.0
673.5,0.9008872727272728,0.9885,0.9885,0.9885,0.8918447935777154,0.0,0.5985280898876404,0.7760500902440056,0.0,0.0
674.0,0.9003490909090909,0.988,0.988,0.988,0.8919138450062973,0.0,0.5977109295199182,0.7744701249855008,0.0,0.0
674.5,0.899810909090909,0.988,0.988,0.988,0.8919833179972911,0.0,0.596907066993464,0.7740674760610209,0.0,0.0
675.0,0.8992727272727271,0.988,0.988,0.988,0.8920527909882849,0.0,0.5961921977124182,0.7736647550181798,0.0,0.0
675.5,0.8987345454545453,0.9875,0.9875,0.9875,0.8921222901620995,0.0,0.5954773284313725,0.7720885978251895,0.0,0.0
676.0,0.8984145454545454,0.987,0.987,0.987,0.8921922969620326,0.0,0.5947624591503268,0.7707023831469163,0.0,0.0
676.5,0.8982127272727272,0.986,0.986,0.986,0.8922623037619657,0.0,0.594047589869281,0.7682498686608957,0.0,0.0
677.0,0.8980109090909091,0.985,0.985,0.985,0.8923323105618987,0.0,0.5933327205882353,0.7658027520268857,0.0,0.0
677.5,0.8978090909090909,0.9864999999999999,0.9864999999999999,0.9864999999999999,0.8924027428918783,0.0,0.5926178513071895,0.7691944886783718,0.0,0.0
678.0,0.8976072727272727,0.988,0.988,0.988,0.8924732527740793,0.0,0.5919029820261438,0.7725959118420596,0.0,0.0
678.5,0.8974381818181819,0.9885,0.9885,0.9885,0.8925437626562803,0.0,0.591188112745098,0.7736848328290288,0.0,0.0
679.0,0.8973709090909091,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8926145756320509,0.0,0.5904732434640523,0.7748628427137961,0.0,0.0
679.5,0.8973036363636364,0.9895,0.9895,0.9895,0.8926855571505073,0.0,0.5896892747701736,0.7760421884559601,0.0,0.0
680.0,0.8972363636363637,0.99,0.99,0.99,0.8927565386689638,0.0,0.5887699693564862,0.77722272453237,0.0,0.0
680.5,0.897169090909091,0.99,0.99,0.99,0.8928277133266111,0.0,0.5878506639427987,0.7772264092775111,0.0,0.0
681.0,0.8971018181818182,0.99,0.99,0.99,0.8928991343577138,0.0,0.5869313585291114,0.7772302991883471,0.0,0.0
681.5,0.8969218181818183,0.9895,0.9895,0.9895,0.8929705553888164,0.0,0.5860120531154239,0.7759596224358164,0.0,0.0
682.0,0.8967200000000001,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8930420725101438,0.0,0.5850927477017365,0.7746716282587868,0.0,0.0
682.5,0.8965181818181818,0.988,0.988,0.988,0.8931139002960534,0.0,0.584173442288049,0.7722124231621407,0.0,0.0
683.0,0.8963163636363636,0.987,0.987,0.987,0.8931857280819632,0.0,0.5832541368743616,0.769758615139493,0.0,0.0
683.5,0.8961145454545454,0.9875,0.9875,0.9875,0.8932575682026593,0.0,0.5823348314606741,0.7708174612047686,0.0,0.0
684.0,0.8960290909090908,0.988,0.988,0.988,0.8933297693961976,0.0,0.5814155260469867,0.7719776915431047,0.0,0.0
684.5,0.8960963636363636,0.9885,0.9885,0.9885,0.8934019705897359,0.0,0.5805522875816993,0.773270855503829,0.0,0.0
685.0,0.8961636363636363,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8934741717832742,0.0,0.579735294117647,0.7745655817398093,0.0,0.0
685.5,0.8962309090909091,0.9885,0.9885,0.9885,0.8935466547184994,0.0,0.5789183006535947,0.7735122071857105,0.0,0.0
686.0,0.8962981818181818,0.988,0.988,0.988,0.8936191954294624,0.0,0.5781013071895424,0.7724597127776508,0.0,0.0
686.5,0.8963490909090909,0.9895,0.9895,0.9895,0.8936917361404256,0.0,0.5772843137254902,0.7760904155161401,0.0,0.0
687.0,0.8958109090909091,0.991,0.991,0.991,0.8937644680551151,0.0,0.5764673202614379,0.7792205465172708,0.0,0.0
687.5,0.8952727272727273,0.989,0.989,0.989,0.8938373138979036,0.0,0.5756503267973855,0.7741100578716311,0.0,0.0
688.0,0.8947345454545456,0.987,0.987,0.987,0.893910159740692,0.0,0.5748333333333332,0.7690233683838349,0.0,0.0
688.5,0.8941963636363637,0.9864999999999999,0.9864999999999999,0.9864999999999999,0.8939831200346894,0.0,0.5740163398692809,0.7674560018530395,0.0,0.0
689.0,0.8936581818181819,0.986,0.986,0.986,0.8940562361771415,0.0,0.5731993464052286,0.7658910905370037,0.0,0.0
689.5,0.8935800000000002,0.989,0.989,0.989,0.8941293523195936,0.0,0.5725366700715014,0.7728988600159475,0.0,0.0
690.0,0.8937818181818183,0.992,0.992,0.992,0.8942025202294029,0.0,0.5719237997957098,0.7801936688625135,0.0,0.0
690.5,0.8939836363636364,0.992,0.992,0.992,0.894275871442718,0.0,0.5713109295199182,0.7804338521009855,0.0,0.0
691.0,0.8941854545454546,0.992,0.992,0.992,0.8943492226560332,0.0,0.5706980592441266,0.780674064241771,0.0,0.0
691.5,0.8943872727272727,0.99,0.99,0.99,0.8944225772641805,0.0,0.570085188968335,0.7762005525493525,0.0,0.0
692.0,0.8944872727272727,0.988,0.988,0.988,0.8944961279738116,0.0,0.5694723186925433,0.771655514759489,0.0,0.0
692.5,0.8942181818181818,0.9885,0.9885,0.9885,0.8945696786834426,0.0,0.5688594484167517,0.7726586850850403,0.0,0.0
693.0,0.8939490909090909,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.8946432293930736,0.0,0.5682465781409601,0.7736624904401822,0.0,0.0
693.5,0.89368,0.99,0.99,0.99,0.8947169132652383,0.0,0.5676337078651685,0.7758419703081748,0.0,0.0
694.0,0.8934109090909091,0.991,0.991,0.991,0.894790627602632,0.0,0.5670208375893769,0.7780251591780808,0.0,0.0
694.5,0.8931418181818183,0.991,0.991,0.991,0.8948643419400257,0.0,0.5666053921568628,0.7778548975804292,0.0,0.0
695.0,0.8929818181818182,0.991,0.991,0.991,0.894938134141059,0.0,0.5661968954248365,0.7777796823025102,0.0,0.0
695.5,0.8928472727272728,0.991,0.991,0.991,0.8950119759961181,0.0,0.5657883986928104,0.7777266597140505,0.0,0.0
696.0,0.8927127272727273,0.991,0.991,0.991,0.8950858178511774,0.0,0.5653799019607842,0.7776736177870999,0.0,0.0
696.5,0.8925781818181818,0.991,0.991,0.991,0.8951596968695656,0.0,0.5649714052287581,0.7776205888052492,0.0,0.0
697.0,0.8924436363636363,0.991,0.991,0.991,0.8952336299437054,0.0,0.564562908496732,0.7775675874260474,0.0,0.0
697.5,0.8922545454545454,0.9895,0.9895,0.9895,0.895307563017845,0.0,0.5641544117647058,0.7739420043500214,0.0,0.0
698.0,0.8919854545454545,0.988,0.988,0.988,0.8953815072794199,0.0,0.5637459150326797,0.7702589028230153,0.0,0.0
698.5,0.8917163636363635,0.988,0.988,0.988,0.8954554951390882,0.0,0.5633374183006535,0.7700901633649941,0.0,0.0
699.0,0.8914472727272726,0.988,0.988,0.988,0.8955294829987563,0.0,0.5629111338100101,0.7699213855044001,0.0,0.0
699.5,0.8911781818181816,0.99,0.99,0.99,0.8956034708767138,0.0,0.5624004085801838,0.7744366491613527,0.0,0.0
700.0,0.8909090909090908,0.992,0.992,0.992,0.8956774770072449,0.0,0.5618896833503575,0.7789687949698475,0.0,0.0
700.5,0.8905727272727272,0.992,0.992,0.992,0.895751483137776,0.0,0.5613789581205312,0.7787390331803072,0.0,0.0
701.0,0.8902363636363635,0.992,0.992,0.992,0.8958254892683071,0.0,0.5608682328907048,0.7785092227901538,0.0,0.0
701.5,0.8898999999999999,0.992,0.992,0.992,0.895899480822384,0.0,0.5603575076608784,0.7782793511366349,0.0,0.0
702.0,0.8895636363636363,0.992,0.992,0.992,0.8959734686820522,0.0,0.5598467824310521,0.7780494276839082,0.0,0.0
702.5,0.8892272727272726,0.9915,0.9915,0.9915,0.8960474565417205,0.0,0.5593360572012258,0.7766439100648242,0.0,0.0
703.0,0.8890109090909091,0.991,0.991,0.991,0.8961214118262095,0.0,0.5588253319713994,0.7753448528162761,0.0,0.0
703.5,0.8888763636363637,0.9915,0.9915,0.9915,0.8961953449003492,0.0,0.5583146067415731,0.7764655596917086,0.0,0.0
704.0,0.8887418181818182,0.992,0.992,0.992,0.8962692779744889,0.0,0.5577647058823529,0.7775872701300697,0.0,0.0
704.5,0.8886072727272728,0.992,0.992,0.992,0.8963431753462657,0.0,0.5571519607843137,0.7775336545546989,0.0,0.0
705.0,0.8884727272727273,0.992,0.992,0.992,0.8964170172013248,0.0,0.5565392156862745,0.7774799714169193,0.0,0.0
705.5,0.8883381818181819,0.992,0.992,0.992,0.896490859056384,0.0,0.5559264705882353,0.7774262688820472,0.0,0.0
706.0,0.8882036363636364,0.992,0.992,0.992,0.8965646769141248,0.0,0.5553137254901961,0.7773725261430435,0.0,0.0
706.5,0.888069090909091,0.992,0.992,0.992,0.8966383912515185,0.0,0.5547009803921569,0.7773186742688237,0.0,0.0
707.0,0.8879345454545455,0.992,0.992,0.992,0.8967121055889122,0.0,0.5540882352941177,0.777264803031008,0.0,0.0
707.5,0.8878,0.9915,0.9915,0.9915,0.8967858199263059,0.0,0.5534754901960784,0.7760362865643623,0.0,0.0
708.0,0.8876654545454545,0.991,0.991,0.991,0.8968593730928103,0.0,0.5528627450980392,0.7748089584648357,0.0,0.0
708.5,0.88732,0.991,0.991,0.991,0.8969329238024413,0.0,0.55225,0.7745709412339148,0.0,0.0
709.0,0.8869163636363637,0.991,0.991,0.991,0.8970064745120724,0.0,0.5516976506639428,0.7742820815499069,0.0,0.0
709.5,0.8865127272727273,0.991,0.991,0.991,0.897079869259118,0.0,0.5511869254341164,0.7739930295159517,0.0,0.0
710.0,0.886109090909091,0.991,0.991,0.991,0.8971532204724332,0.0,0.5506762002042901,0.7737038822743655,0.0,0.0
710.5,0.8857054545454546,0.991,0.991,0.991,0.8972265716857483,0.0,0.5501654749744638,0.7734146774027888,0.0,0.0
711.0,0.8855309090909091,0.991,0.991,0.991,0.8972997868920976,0.0,0.5496547497446375,0.7733253605346998,0.0,0.0
711.5,0.8857327272727272,0.991,0.991,0.991,0.8973729030345496,0.0,0.549144024514811,0.7735646348446563,0.0,0.0
712.0,0.8859345454545454,0.991,0.991,0.991,0.8974460191770018,0.0,0.5486332992849847,0.7738039378772638,0.0,0.0
712.5,0.8861363636363636,0.991,0.991,0.991,0.8975190338556163,0.0,0.5481225740551584,0.7740431821275344,0.0,0.0
713.0,0.8863381818181817,0.991,0.991,0.991,0.8975918796984047,0.0,0.5476118488253321,0.7742823094191356,0.0,0.0
713.5,0.8865399999999999,0.9904999999999999,0.9904999999999999,0.9904999999999999,0.8976647255411931,0.0,0.5471011235955057,0.7733497235209741,0.0,0.0
714.0,0.8862836363636363,0.99,0.99,0.99,0.8977375188487725,0.0,0.5465085784313727,0.7720184698959366,0.0,0.0
714.5,0.8860145454545454,0.99,0.99,0.99,0.8978100595597357,0.0,0.5458958333333335,0.7718464350293531,0.0,0.0
715.0,0.8857454545454545,0.99,0.99,0.99,0.8978826002706989,0.0,0.5452830882352943,0.7716743622822078,0.0,0.0
715.5,0.8854763636363636,0.99,0.99,0.99,0.897955140981662,0.0,0.5446703431372549,0.7715022516545001,0.0,0.0
716.0,0.8852072727272727,0.99,0.99,0.99,0.898027352710776,0.0,0.5440575980392157,0.7713298205785453,0.0,0.0
716.5,0.8850909090909092,0.99,0.99,0.99,0.8980995539043143,0.0,0.5434448529411765,0.7712904331261653,0.0,0.0
717.0,0.8850909090909092,0.99,0.99,0.99,0.8981717550978525,0.0,0.5428321078431373,0.7713524397150721,0.0,0.0
717.5,0.8850909090909092,0.99,0.99,0.99,0.8982436703486122,0.0,0.5422193627450981,0.7714142007355131,0.0,0.0
718.0,0.8850909090909092,0.99,0.99,0.99,0.8983154981345218,0.0,0.5416066176470589,0.7714758866408941,0.0,0.0
718.5,0.8850909090909092,0.99,0.99,0.99,0.8983873259204314,0.0,0.5409948927477017,0.7715375725462749,0.0,0.0
719.0,0.8851345454545455,0.99,0.99,0.99,0.8984589248813145,0.0,0.5404841675178754,0.7716371029744631,0.0,0.0
719.5,0.8854036363636364,0.99,0.99,0.99,0.8985303459124172,0.0,0.5399734422880491,0.7719330476329729,0.0,0.0
720.0,0.8856727272727273,0.99,0.99,0.99,0.8986017669435199,0.0,0.5394627170582227,0.7722290295873508,0.0,0.0
720.5,0.885941818181818,0.99,0.99,0.99,0.8986730300316396,0.0,0.5389519918283964,0.7725249130653135,0.0,0.0
721.0,0.8862109090909089,0.99,0.99,0.99,0.898744011550096,0.0,0.53844126659857,0.7728205916378535,0.0,0.0
721.5,0.8864799999999998,0.99,0.99,0.99,0.8988149930685525,0.0,0.5379305413687436,0.7731163072767494,0.0,0.0
722.0,0.886290909090909,0.99,0.99,0.99,0.8988859009381042,0.0,0.5374198161389173,0.7730123758883811,0.0,0.0
722.5,0.8859545454545453,0.99,0.99,0.99,0.8989564108203052,0.0,0.5369090909090909,0.7727796167027815,0.0,0.0
723.0,0.8856181818181817,0.99,0.99,0.99,0.8990269207025062,0.0,0.5363983656792646,0.7725468114920961,0.0,0.0
723.5,0.8852818181818181,0.9895,0.9895,0.9895,0.8990974305847073,0.0,0.5359101307189542,0.7711443784860721,0.0,0.0
