wavelength_nm,surface_mirror_PM,surface_mirror_SM,surface_mirror_TM,surface_mirror_FSM,surface_filter_sloan_u,surface_detector,subsystem_telescope,subsystem_photometric_instrument,instrument_photometer
1020.0,0.9223272727272729,0.9737729843956386,0.9737729843956386,0.9737729843956386,0.0,0.016,0.8516442442413168,0.0,0.0
1025.0,0.9221818181818183,0.9741393497163099,0.9741393497163099,0.9741393497163099,0.0,0.015,0.8524713961838326,0.0,0.0
1030.0,0.9236363636363636,0.9742400095670459,0.9742400095670459,0.9742400095670459,0.0,0.014,0.8540806954027683,0.0,0.0
1035.0,0.9239818181818182,0.9743010704538244,0.9743010704538244,0.9743010704538244,0.0,0.013,0.8545607947243933,0.0,0.0
1040.0,0.924290909090909,0.9743621313406029,0.9743621313406029,0.9743621313406029,0.0,0.012,0.8550073964552863,0.0,0.0
1045.0,0.9249636363636364,0.9744231922273814,0.9744231922273814,0.9744231922273814,0.0,0.011,0.8557905677918085,0.0,0.0
1050.0,0.9252727272727275,0.97442557627585,0.97442557627585,0.97442557627585,0.0,0.01,0.8560828269609199,0.0,0.0
1055.0,0.9258181818181821,0.97442557627585,0.97442557627585,0.97442557627585,0.0,0.009,0.8565874935910797,0.0,0.0
1060.0,0.9262545454545456,0.97442557627585,0.97442557627585,0.97442557627585,0.0,0.008,0.8569912268952073,0.0,0.0
1065.0,0.926909090909091,0.9744373951353036,0.9744373951353036,0.9744373951353036,0.0,0.007,0.8576280327419754,0.0,0.0
1070.0,0.9272363636363636,0.9746663734607233,0.9746663734607233,0.9746663734607233,0.0,0.006,0.8585357889141435,0.0,0.0
1075.0,0.9276363636363637,0.974895351786143,0.974895351786143,0.974895351786143,0.0,0.005,0.8595116427816842,0.0,0.0
1080.0,0.9277090909090908,0.9751243301115626,0.9751243301115626,0.9751243301115626,0.0,0.004,0.8601848515942528,0.0,0.0
1085.0,0.9283636363636364,0.9753294179764952,0.9753294179764952,0.9753294179764952,0.0,0.003,0.8613349939506463,0.0,0.0
1090.0,0.9288363636363637,0.9753904788632737,0.9753904788632737,0.9753904788632737,0.0,0.002,0.8619354550830748,0.0,0.0
1095.0,0.9291454545454546,0.975451539750052,0.975451539750052,0.975451539750052,0.0,0.0009999999999999998,0.8623842225386582,0.0,0.0
1100.0,0.9298181818181819,0.9755126006368305,0.9755126006368305,0.9755126006368305,0.0,0.0,0.8631706896606265,0.0,0.0
1105.0,0.9298181818181819,0.975573661523609,0.975573661523609,0.975573661523609,0.0,0.0,0.8633327867986177,0.0,0.0
1110.0,0.9304363636363637,0.9756347224103878,0.9756347224103878,0.9756347224103878,0.0,0.0,0.8640689915725556,0.0,0.0
1115.0,0.9307454545454548,0.9756957832971666,0.9756957832971666,0.9756957832971666,0.0,0.0,0.8645183346624,0.0,0.0
1120.0,0.9312727272727273,0.9757568441839453,0.9757568441839453,0.9757568441839453,0.0,0.0,0.8651705010285591,0.0,0.0
1125.0,0.9317272727272727,0.9759018805182212,0.9759018805182212,0.9759018805182212,0.0,0.0,0.8659788246837798,0.0,0.0
1130.0,0.932,0.9762224501738085,0.9762224501738085,0.9762224501738085,0.0,0.0,0.8670862214273239,0.0,0.0
1135.0,0.9323454545454546,0.9765430198293957,0.9765430198293957,0.9765430198293957,0.0,0.0,0.8682624075850232,0.0,0.0
1140.0,0.9326545454545456,0.976863589484983,0.976863589484983,0.976863589484983,0.0,0.0,0.8694058911695971,0.0,0.0
1145.0,0.9330909090909093,0.9770703331114143,0.9770703331114143,0.9770703331114143,0.0,0.0,0.8703650414075667,0.0,0.0
1150.0,0.9336363636363638,0.9771161287764983,0.9771161287764983,0.9771161287764983,0.0,0.0,0.8709962887752517,0.0,0.0
